company,domain,hubspot_company_id,in_hubspot,composite,tier,sites,city_state,nearest_primo,domain_source
Mid Michigan Community Action Food Warehouse,,,no,41.66,C,1,"Clare, MI",US PL Mecosta Factory,
Southern Star Foods,,,no,41.59,C,1,"Plano, TX",US PL Dallas 2 Factory,
Ideal Fulfillment - 3PL,,,no,41.57,C,1,"Temecula, CA",US PL Cabazon Factory,
Duluth Trading Company Distribution Center,duluthtrading.com,54774164022,yes,41.52,C,1,"Belleville, WI",US PL Madison Factory,package
Uniqlo Distribution Center,,,no,41.51,C,1,"Phillipsburg, NJ",US DC NFI - Breinigsville,
Cart.com Terrell Fulfillment Center,cart.com,,no,41.46,C,1,"Terrell, TX",US PL Dallas 2 Factory,parent_facility:medium
Wedekind Farms,,,no,41.42,C,1,"Chesterfield, SC",US PL McBee Factory,
"GMI Group | Texas, USA",,,no,41.42,D,1,"Humble, TX",US PL S Houston Factory,
Southwest Insulated Panels,,,no,41.42,D,1,"White Oak, TX",US PL Hawkins Factory,
JFK8 - Amazon Fulfillment Center,amazon.com,8981959027,yes,41.38,A,1,"Staten Island, NY",US DC NFI - Breinigsville,package
Trent Cates Trucking Inc,,,no,41.36,C,1,"Solon, ME",US PL Kingfield Factory,
CalArk,,,no,41.35,C,2,"Little Rock, AR",US PL Hot Springs 2 Factory,
Amazon Fulfillment Center DAS7,amazon.com,8981959027,yes,41.35,A,1,"Salem, MA",US PL Hollis Factory,package
SWEN Cross-Docking / WAREHOUSE Philadelphia,,,no,41.33,C,1,"Stowe, PA",US PL Allentown NPL Factory,
FreeUp Storage Tyler South Broadway,,,no,41.33,D,1,"Tyler, TX",US PL Hawkins Factory,
Pourter,,,no,41.32,A,1,"Grand Rapids, MI",US PL Mecosta Factory,
Lighthouse Ministries - Food Distribution Center,,,no,41.29,C,1,"Arkadelphia, AR",US DC Hot Springs (WHSE),
S & W Manufacturing,,,no,41.25,D,1,"Florence, SC",US PL McBee Factory,
Global Packaging,all4labels.com,,no,41.24,D,5,"Katy, TX",US PL S Houston Factory,company_fuzzy:medium
Amber Terminal Inc,,,no,41.24,D,1,"Fort Worth, TX",US PL Dallas 2 Factory,
Dillard's Distribution Center,dillards.com,,no,41.24,C,2,"Mabelvale, AR",US PL Hot Springs 2 Factory,company_core:high
Perrigo ACDC Warehouse,perrigo.com,,no,41.21,B,1,"Holland, MI 49423, USA",US PL Mecosta Factory,package
On The Move Logistics llc,,,no,41.18,C,1,"Florence, SC",US PL McBee Factory,
Melcher Logging Co Garage,,,no,41.16,D,1,"Moscow, ME",US PL Kingfield Factory,
PDQ America,pdqamerica.com,,no,41.15,D,1,"White Oak, TX",US PL Hawkins Factory,company_exact:high
DFL4 Amazon,amazon.com,8981959027,yes,41.15,A,1,"Orlando, FL",US PL Zephyrhills Factory,package
"Tailored Packaging, LLC",,,no,41.14,D,1,"Edmore, MI",US PL Mecosta Factory,
Yusen Logistics,us.yusen-logistics.com,54406078250,yes,41.14,C,1,"Gloversville, NY",US PL Saratoga Spring Factory,package
Southbay Cold Storage,,,no,41.13,C,1,"Los Angeles, CA",US PL Ontario Factory,
Quality Drivers Logistics,,,no,41.13,C,1,"Little Rock, AR",US PL Hot Springs 2 Factory,
"Lignetics Of Maine, LLC",,,no,41.12,D,1,"Strong, ME",US PL Kingfield Factory,
Sunrider Manufacturing LP,,,no,41.08,D,1,"Midlothian, TX",US PL Dallas 2 Factory,
Blake Furniture Warehouse,,,no,41.07,C,1,"Longview, TX",US PL Hawkins Factory,
"K&C Warehousing, Cross Docking, Lumper Services, Trucking",,,no,41.07,C,1,"Santa Ana, CA",US PL Ontario Factory,
Fast Trac Transportation - Terminal 57,,,no,41.05,D,1,"Fort Worth, TX",US PL Dallas 2 Factory,
Los Angeles Cold Storage,,,no,41.02,C,1,"Los Angeles, CA",US PL Ontario Factory,
Warehouse Beverages,,,no,41.02,C,1,"Terrell, TX",US PL Dallas 2 Factory,
STC Warehouse,,,no,40.99,C,1,"Phillipsburg, NJ",US DC NFI - Breinigsville,
Orange County Cold Services,,,no,40.98,D,1,"Anaheim, CA",US PL Ontario Factory,
"Emery's Meat & Produce, Waterville Maine",,,no,40.97,C,1,"Waterville, ME",US PL Kingfield Factory,
PCA City of Industry,,,no,40.94,D,1,"City of Industry, CA",US PL Ontario Factory,
King Steel Warehouse,,,no,40.92,C,1,"Florence, SC",US PL McBee Factory,
"Universe Carrier Warehouse - Cross-docking, Fulfilment, Kitting, Delivery",,,no,40.9,A,1,"Huntley, IL",US PL Madison Factory,
S&D Receiving & Installation Warehouse,,,no,40.86,C,1,"Cathedral City, CA",US PL Cabazon Factory,
Terra Green Packing,,,no,40.81,D,1,"Green Island, NY",US PL Saratoga Spring Factory,
Warehouse Unlimited,,,no,40.77,C,2,"GUILDRLND CTR, NY",US PL Saratoga Spring Factory,
MiTek,mii.com,54771873434,yes,40.72,D,1,"Tampa, FL",US PL Zephyrhills Factory,package
Mb1 Logistics Inc,,,no,40.71,C,1,"Terrell, TX",US PL Dallas 2 Factory,
New York Fulfillment,nyandcompany.com,54774365610,yes,40.7,C,2,"Altamont, NY",US PL Saratoga Spring Factory,package
Village Green Foods Inc,,,no,40.7,C,1,"Irvine, CA",US PL Ontario Factory,
Glenn Logistics,,,no,40.65,C,1,"Little Rock, AR",US PL Hot Springs 2 Factory,
Atlas Storage & Business Centers - Calimesa,,,no,40.63,D,1,"Calimesa, CA",US PL Cabazon Factory,
Kennebec Valley Organization - Food Distribution Center,,,no,40.6,C,1,"Waterville, ME",US PL Kingfield Factory,
Alternative Manufacturing Inc.,,,no,40.59,D,1,"Winthrop, ME",US PL Poland Spring Factory,
a Culture Factory,,,no,40.56,C,1,"Phoenixville, PA",US PL Allentown NPL Factory,
Sandell Transport,,,no,40.55,D,1,"Schenectady, NY",US PL Saratoga Spring Factory,
Felbro Food Products,,,no,40.55,C,2,"Compton, CA",US PL Ontario Factory,
Parts Warehouse,,,no,40.53,C,1,"Rockwall, TX",US PL Dallas 2 Factory,
HPH Logistics,,,no,40.49,C,1,"Lake Mills, WI",US PL Madison Factory,
Ase Logistics and Solutions LLC,,,no,40.45,C,1,"Little Rock, AR",US PL Hot Springs 2 Factory,
Bouchers Deer Cutting,,,no,40.45,C,1,"Winslow, ME",US PL Kingfield Factory,
"Dixon Valve Distribution Center - Albany, NY",dixonvalve.com,54771885930,yes,40.41,C,1,"Gloversville, NY",US PL Saratoga Spring Factory,package
The Gathering - Food Distribution Center,,,no,40.41,C,1,"Gloversville, NY",US PL Saratoga Spring Factory,
CNC Logistics Corp.,,,no,40.4,C,1,"Broadalbin, NY",US PL Saratoga Spring Factory,
ADI Global Distribution - Little Rock,,,no,40.39,C,1,"Little Rock, AR",US PL Hot Springs 2 Factory,
Uncle Dean's Natural Market,,,no,40.39,C,1,"Waterville, ME",US PL Kingfield Factory,
Amazon Fulfillment Center SHV1,amazon.com,8981959027,yes,40.39,A,1,"Shreveport, LA",US PL Hawkins Factory,package
Wood Pellet Warehouse,,,no,40.34,C,1,"Jay, ME",US PL Kingfield Factory,
AHH-Warehouse,,,no,40.34,C,1,"Little Rock, AR",US PL Hot Springs 2 Factory,
"Freight Connect Logistics, Llc",depotconnect.com,54688617729,yes,40.31,C,1,"Waxahachie, TX",US PL Dallas 2 Factory,package
National Packaging Products,,,no,40.31,D,1,"Commerce, CA",US PL Ontario Factory,
Solution413,,,no,40.3,D,1,"Richardson, TX",US PL Dallas 2 Factory,
GC Logistics,gclogistics.us,,no,40.29,C,1,"Little Rock, AR",US PL Hot Springs 2 Factory,company_exact:high
Unified Brands,,,no,40.24,D,1,"Weidman, MI",US PL Mecosta Factory,
ACY1 Amazon Fulfillment Center,amazon.com,8981959027,yes,40.24,A,1,"West Deptford, NJ",US PL Allentown NPL Factory,package
ACY5 Amazon Fulfillment Center,amazon.com,8981959027,yes,40.18,A,1,"Logan Township, NJ",US PL Allentown NPL Factory,package
Maine Crisp Company,,,no,40.14,C,1,"Winslow, ME",US PL Kingfield Factory,
Engineering Industries Inc,nbcbearings.com,,no,40.11,D,1,"Verona, WI",US PL Madison Factory,company_fuzzy:medium
TimberHP by GO Lab,,,no,40.1,D,1,"Madison, ME",US PL Kingfield Factory,
Trans Atlantic Air and Ocean Shipping USA,,,no,40.1,D,1,"Alvarado, TX",US PL Dallas 2 Factory,
Saint Matthew Baptist Church - Food Distribution Center,,,no,40.06,C,1,"Lugoff, SC",US PL McBee Factory,
Trinity Industries Inc,trinityrail.com,,no,40.04,D,2,"Longview, TX",US PL Hawkins Factory,company_fuzzy:medium
eWorld Fulfillment,,,no,40.04,C,1,"St. Petersburg, FL",US PL Zephyrhills Factory,
Mix N Pack,,,no,40.04,C,1,"Little Rock, AR",US PL Hot Springs 2 Factory,
The Home Improvement Warehouse,,,no,40.04,C,1,"Pinellas Park, FL",US PL Zephyrhills Factory,
Coastal Metal Fab,,,no,40,D,1,"Topsham, ME",US PL Poland Spring Factory,
111 Coldwater Storage,,,no,39.99,D,1,"Weidman, MI",US PL Mecosta Factory,
Specialty Machining Inc.,,,no,39.99,D,1,"Newberry, FL",US PL High Springs Factory,
AFS Logistics,afs.net,,no,39.99,C,1,"Little Rock, AR",US PL Hot Springs 2 Factory,company_exact:high
AVP8 Amazon Fulfillment Center,amazon.com,8981959027,yes,39.97,A,1,"Pittston, PA",US DC NFI - Breinigsville,package
Raybestos Powertrain - Manufacturing Plant,raybestospowertrain.com,,no,39.95,A,2,"Crawfordsville, IN",US PL Greenwood Indiana,package
Arkansas Foodbank Network Inc - Food Distribution Center,,,no,39.94,C,1,"Little Rock, AR",US PL Hot Springs 2 Factory,
Pulaski Heights UMC - Food Distribution Center,,,no,39.94,C,1,"Little Rock, AR",US PL Hot Springs 2 Factory,
Treadstone Logistics LLC,,,no,39.92,C,1,"Benton, AR",US DC Hot Springs (WHSE),
Amazon Fulfillment Center TCY5 - employee parking,amazon.com,8981959027,yes,39.91,A,1,"Tracy, CA",US PL Sacramento Factory,package
IKI Manufacturing Co,,,no,39.9,D,1,"Edgerton, WI",US PL Madison Factory,
Stockton Cold Storage,,,no,39.89,C,1,"Stockton, CA",US PL Sacramento Factory,
"Sober Living, Inc. - Food Distribution Center",,,no,39.89,C,1,"Little Rock, AR",US PL Hot Springs 2 Factory,
Genpak LLC,genpak.com,54774307392,yes,39.88,D,1,"Longview, TX",US PL Hawkins Factory,package
TCY5 Amazon,amazon.com,8981959027,yes,39.88,A,1,"Tracy, CA",US PL Sacramento Factory,package
Thunder Bay Foods,,,no,39.84,C,1,"Clearwater, FL",US PL Zephyrhills Factory,
Karma Innovation and Customization Center,,,no,39.8,D,1,"Moreno Valley, CA",US PL Ontario Factory,
Amazon Fulfilment TEB3,amazon.com,8981959027,yes,39.79,A,1,"Logan Township, NJ",US PL Allentown NPL Factory,package
"SMC Global Distribution Center (Pageland, SC)",,,no,39.77,C,1,"Pageland, SC",US PL McBee Factory,
Pepsi Bottling Ventures,pepsibottlingventures.com,54701592927,yes,39.76,A,4,"Harrisburg, NC",US PL McBee Factory,package
Steel River Manufacturing,,,no,39.74,D,1,"Spring, TX",US PL S Houston Factory,
Ark-La-Miss Logistics Inc,,,no,39.74,C,1,"Maumelle, AR",US PL Hot Springs 2 Factory,
Fantis Food of Florida Inc,,,no,39.74,C,1,"St. Petersburg, FL",US PL Zephyrhills Factory,
Applied Manufacturing,,,no,39.73,D,1,"Temecula, CA",US PL Cabazon Factory,
Amazon SJC7,amazon.com,8981959027,yes,39.73,A,1,"Tracy, CA",US PL Sacramento Factory,package
Crossdock in Elk Grove Village,,,no,39.73,A,1,"Elk Grove Village, IL",US PL Madison Factory,HOLD: likely noise / not a freight prospect - exclude
"The Logistix Savant, LLC",,,no,39.71,D,1,"Troy, NY",US PL Saratoga Spring Factory,
MTN1 Amazon Fulfillment Center work,amazon.com,8981959027,yes,39.71,A,1,"Wilmington, DE",US PL Allentown NPL Factory,package
Prime Time Cold Storage LLC,,,no,39.69,C,1,"Carson, CA",US PL Ontario Factory,
"Hyder Logistics, LLC",,,no,39.69,C,1,"Terrell, TX",US PL Dallas 2 Factory,
Greaney's Turkey Farm,,,no,39.68,C,1,"Mercer, ME",US PL Kingfield Factory,
FREITTY Cross-Dock Stockton,,,no,39.64,C,1,"Stockton, CA",US PL Sacramento Factory,
Columbia Containers & Storage,,,no,39.63,C,1,"Lake City, FL",US PL High Springs Factory,
Auger Michael,,,no,39.62,D,1,"Phillips, ME",US PL Kingfield Factory,
The Texas Slab Factory,,,no,39.59,D,1,"Plano, TX",US PL Dallas 2 Factory,
PinkBlush Maternity Fulfillment Center,,,no,39.57,C,1,"Noblesville, IN",US PL Greenwood Indiana,
Rineco Chemical Industries Inc,,,no,39.55,D,1,"Benton, AR",US DC Hot Springs (WHSE),
DTL Terminal,,,no,39.55,D,1,"Woodland, CA",US PL Sacramento Factory,
JMS Warehousing Co,,,no,39.55,D,1,"Albany, NY",US PL Saratoga Spring Factory,
Opus Packaging,,,no,39.55,D,2,"Florence, SC",US PL McBee Factory,
Baker Cold Storage,thebakergroup.com,54773367046,yes,39.55,C,1,"Long Beach, CA",US PL Ontario Factory,package
BDP Industries Inc,,,no,39.5,D,1,"Greenwich, NY",US PL Saratoga Spring Factory,
Horizon Warehouse,horizonglobal.com,54772023691,yes,39.5,C,1,"Lake Mills, WI",US PL Madison Factory,package
Hemlock Ridge Meat Processing,,,no,39.5,C,1,"New Sharon, ME",US PL Kingfield Factory,
Hemlock Ridge Smokehouse,,,no,39.5,C,1,"New Sharon, ME",US PL Kingfield Factory,
TKS Cold Storage MFG & Construction,,,no,39.5,C,2,"Stockton, CA",US PL Sacramento Factory,
Hope Outreach-New Beginnings - Food Distribution Center,,,no,39.49,C,1,"Bismarck, AR",US DC Hot Springs (WHSE),
Georgia-Pacific Palatka Operations,gp.com,9189642400,yes,39.48,A,1,"Palatka, FL",US PL High Springs Factory,package
Reliance Cold Storage,reliance.com,54751049236,yes,39.45,C,1,"Stockton, CA",US PL Sacramento Factory,package
Crossdock & Rework Service,,,no,39.45,C,1,"Stockton, CA",US PL Sacramento Factory,
Atlas Storage Centers Yucaipa,,,no,39.39,D,1,"Yucaipa, CA",US PL Cabazon Factory,
Nordic Cold Chain Solutions,,,no,39.39,D,1,"Hatfield, PA",US PL Allentown NPL Factory,
JM Eagle Co,jmeagle.com,54758074006,yes,39.39,D,1,"Perris, CA",US PL Ontario Factory,package
Iglesia Apostolica - Food Distribution Center,,,no,39.35,C,1,"Little Rock, AR",US PL Hot Springs 2 Factory,
RENOSY by Renters Warehouse Tampa,,,no,39.33,C,1,"Land O' Lakes, FL",US PL Zephyrhills Factory,
Allen Greenhouses Mfg LLC,,,no,39.33,C,1,"Benton, AR",US DC Hot Springs (WHSE),
Pickup Truck Accessory Warehouse & Vortex Sprayliner,,,no,39.31,C,1,"Little Rock, AR",US PL Hot Springs 2 Factory,
"Beme, Nova Container Freight Station",,,no,39.31,C,1,"Carson, CA",US PL Ontario Factory,
A-1 Creative Packaging Corporation Plant-4,,,no,39.3,A,1,"Palmyra, WI",US PL Madison Factory,
Pepsi Bottling Group Truck Entrance,pepsico.com,,no,39.28,A,1,"Modesto, CA",US PL Sacramento Factory,curated:
Hershey's Annville Fulfillment Center,,,no,39.25,A,1,"Annville, PA",US PL Allentown NPL Factory,
Nu Leif Logistics,,,no,39.21,C,1,"Little Rock, AR",US PL Hot Springs 2 Factory,
XEW6 Amazon Fulfillment Center,amazon.com,8981959027,yes,39.2,A,1,"Somerset, NJ",US DC NFI - Breinigsville,package
"Aberdeen Coca-Cola Bottling Co., Inc.",coca-colacompany.com,,no,39.18,A,1,"Aberdeen, NC",US PL McBee Factory,package
Iray Logistics Inc,,,no,39.17,C,1,"Janesville, WI",US PL Madison Factory,
Florida Pasta Company,,,no,39.16,C,1,"Clearwater, FL",US PL Zephyrhills Factory,
Central Maine Warehousing,,,no,39.14,D,1,"Skowhegan, ME",US PL Kingfield Factory,
Lowe's Regional Distribution Center,lowes.com,,no,39.14,A,1,"Rockford, IL",US PL Madison Factory,curated:
"Crossing Storage Services, Inc.",,,no,39.13,C,1,"Los Angeles, CA",US PL Ontario Factory,
Catch A Fire,,,no,39.12,C,1,"Clearwater, FL",US PL Zephyrhills Factory,
Condor Cold Storage,,,no,39.1,C,1,"Costa Mesa, CA",US PL Ontario Factory,
Dillards Fulfillment Center,,,no,39.07,C,1,"Maumelle, AR",US PL Hot Springs 2 Factory,
Carson Cold Storage & Packing,,,no,39.07,C,1,"Carson, CA",US PL Ontario Factory,
North Force MFG,,,no,39.06,D,1,"Norridgewock, ME",US PL Kingfield Factory,
Mastercraft Inc.,,,no,38.98,D,1,"Skowhegan, ME",US PL Kingfield Factory,
Ace Hardware Corporate Warehouse,acehardware.com,,no,38.98,C,1,"Maumelle, AR",US PL Hot Springs 2 Factory,parent_facility:medium
Tipton Mills Foods LLC,,,no,38.97,C,1,"Columbus, IN",US PL Greenwood Indiana,
Diamond Cross-Dock Services,dssuae.com,,no,38.93,C,1,"Stockton, CA",US PL Sacramento Factory,parent_facility:medium
Carolina Canners Inc,,,no,38.9,D,1,"Cheraw, SC",US PL McBee Factory,
Candor Expedite Inc.,candorexp.com,,no,38.9,D,1,"Plano, TX",US PL Dallas 2 Factory,company_exact:high
Acme Brick Co.,brick.com,54773571363,yes,38.88,D,1,"Malvern, AR",US DC Hot Springs (WHSE),package
"Cypress Cold Storage, LLC",,,no,38.88,C,3,"Maumelle, AR",US PL Hot Springs 2 Factory,
AY Logistics Inc Crossdock and Warehouse,,,no,38.88,C,1,"Monroe, NC",US PL McBee Factory,
DNK7 Amazon,amazon.com,8981959027,yes,38.85,A,1,"Middlesex, NJ",US DC NFI - Breinigsville,package
Huck Finn Home,,,no,38.81,D,1,"Albany, NY",US PL Saratoga Spring Factory,
Amazon Fulfillment Center DMH4,amazon.com,8981959027,yes,38.81,A,1,"Canton, MA",US PL Hollis Factory,package
SHIPPING,,,no,38.78,D,1,"Stanwood, MI",US PL Mecosta Factory,
Great Bay Manufacturing,,,no,38.77,D,1,"Rochester, NH",US PL Hollis Factory,
DuPont Salisbury Manufacturing Plant - ArmorWall Fire-Rated Structural Insulated Sheathing,dupont.com,,no,38.76,B,1,"Salisbury, NC",US PL McBee Factory,curated:
Global Warehousing,,,no,38.74,C,3,"Tampa, FL",US PL Zephyrhills Factory,
Ice Service Co,,,no,38.74,D,1,"Darlington, SC",US PL McBee Factory,
The Plumbing Warehouse,,,no,38.74,C,1,"Little Rock, AR",US PL Hot Springs 2 Factory,
Arkansas Warehouse and Transfer,,,no,38.74,C,1,"Little Rock, AR",US PL Hot Springs 2 Factory,
World Wide Packaging Logistics Inc,,,no,38.71,C,1,"Arlington, WI",US PL Madison Factory,
Wakefield Food Pantry - Food Distribution Center,,,no,38.71,C,1,"Sanbornville, NH",US PL Hollis Factory,
Arkansas Elite Warehouse,,,no,38.7,C,2,"Little Rock, AR",US PL Hot Springs 2 Factory,
Tessiers Farm,,,no,38.67,D,1,"Skowhegan, ME",US PL Kingfield Factory,
Sandy River & Rangeley Lakes Rly Depot,,,no,38.66,D,1,"Phillips, ME",US PL Kingfield Factory,
Distribution International,,,no,38.65,C,1,"Little Rock, AR",US PL Hot Springs 2 Factory,
Abby Road Warehouse,,,no,38.61,C,1,"Little Rock, AR",US PL Hot Springs 2 Factory,
Merrimack Manufacturing,,,no,38.59,D,1,"Bridgton, ME",US PL Poland Spring Factory,
HUB Industrial Supply,,,no,38.59,C,1,"Lake City, FL",US PL High Springs Factory,
Signature Warehouse Solutions,,,no,38.56,C,1,"Little Rock, AR",US PL Hot Springs 2 Factory,
Hodges Heavy Duty Truck Parts,,,no,38.56,C,1,"Russellville, AR",US PL Hot Springs Factory,
River City Cold Storage,rivercitylogistics.net,,no,38.52,C,1,"Little Rock, AR",US PL Hot Springs 2 Factory,parent_facility:medium
East Harding Warehouse Facility,,,no,38.52,C,1,"Little Rock, AR",US PL Hot Springs 2 Factory,
Signode,signode.com,54771864209,yes,38.51,D,1,"Benton, AR",US PL Hot Springs 2 Factory,package
Hazleton Logistics Park,,,no,38.5,C,1,"McAdoo, PA",US PL Allentown Factory,
On Time Logistics,,,no,38.47,C,1,"Little Rock, AR",US PL Hot Springs 2 Factory,
Colonial Springs Bottling Plant,,,no,38.44,C,1,"Phoenixville, PA",US PL Allentown NPL Factory,
U Storage,,,no,38.43,D,1,"Benton, AR",US PL Hot Springs 2 Factory,
Saint Francis House-Little Rock Pantry - Food Distribution Center,,,no,38.43,C,1,"Little Rock, AR",US PL Hot Springs 2 Factory,
Quality Living Center -,,,no,38.43,C,1,"Little Rock, AR",US PL Hot Springs 2 Factory,
"DMG MORI Manufacturing USA, Inc.",,,no,38.39,D,1,"Davis, CA",US PL Sacramento Factory,
Peak Manufacturing Inc,,,no,38.39,D,1,"Galt, CA",US PL Sacramento Factory,
AR Fireworks Warehouse,,,no,38.38,C,1,"Little Rock, AR",US PL Hot Springs 2 Factory,
Morgan SuperStop,,,no,38.38,C,1,"North Little Rock, AR",US PL Hot Springs 2 Factory,
Little Rock Compassion Center - Food Distribution Center,,,no,38.34,C,1,"Little Rock, AR",US PL Hot Springs 2 Factory,
Co Packing Express,,,no,38.34,C,1,"St. Petersburg, FL",US PL Zephyrhills Factory,
Rudd Manufacturing and Custom Welding,,,no,38.29,D,1,"Arp, TX",US PL Hawkins Factory,
SI Group Inc,siigroup.com,,no,38.29,C,2,"Rotterdam Junction, NY",US PL Saratoga Spring Factory,company_exact:high
Semper Foods,,,no,38.29,C,1,"Seminole, FL",US PL Zephyrhills Factory,
Dirigo Fire,,,no,38.27,D,1,"Skowhegan, ME",US PL Kingfield Factory,
Amazon Flex Fulfillment Center EWR4,amazon.com,8981959027,yes,38.27,A,1,"Robbinsville Twp, NJ",US DC NFI - Breinigsville,package
Pentagon Logistics Group LLC,pentagonlogistics.ca,,no,38.21,C,1,"Little Rock, AR",US PL Hot Springs 2 Factory,company_exact:high
Freight Ready,,,no,38.21,C,1,"Stockton, CA",US PL Sacramento Factory,
Gwynedd Manufacturing Inc,,,no,38.2,D,1,"North Wales, PA",US PL Allentown NPL Factory,
SteelSafe Storage Pottstown,,,no,38.19,D,1,"Pottstown, PA",US PL Allentown NPL Factory,
KHS&S-Tampa Warehouse,,,no,38.18,C,1,"Tampa, FL",US PL Zephyrhills Factory,
Warehouse Liquor Store and Bar,,,no,38.18,C,1,"Tampa, FL",US PL Zephyrhills Factory,
Crossdock 24/7 Tampa,,,no,38.16,C,1,"Largo, FL",US PL Zephyrhills Factory,
Smurfit Westrock Mooresville Container Plant,westrockcoffee.com,54720622756,yes,38.16,B,1,"Mooresville, NC",US PL McBee Factory,package
Leeds Food Pantry - Food Distribution Center,,,no,38.14,C,1,"Leeds, ME",US PL Poland Spring Factory,
Full Metal Fab Automotive Services,,,no,38.14,D,1,"Winslow, ME",US PL Kingfield Factory,
Seaport Storage,,,no,38.12,D,1,"Tampa, FL",US PL Zephyrhills Factory,
Hope Ministry Alliance - Food Distribution Center,,,no,38.12,C,1,"North Little Rock, AR",US PL Hot Springs 2 Factory,
DET3 Amazon Fulfillment Center,amazon.com,8981959027,yes,38.09,A,1,"Pontiac, MI",US PL Mecosta Factory,package
Nacogdoches Coca-Cola,coca-colacompany.com,,no,38.06,A,1,"Nacogdoches, TX",US PL Hawkins Factory,package
Magnum Truck Racks,,,no,38.04,C,1,"Waterville, ME",US PL Kingfield Factory,
Bona US - Distribution Center (DC2),,,no,38.03,C,1,"Monroe, NC",US PL McBee Factory,
"Lippert Plant 115-A in Gloversville, NY",,,no,37.99,D,1,"Gloversville, NY",US PL Saratoga Spring Factory,
Advanced Manufacturing Inc,,,no,37.99,D,2,"St. Petersburg, FL",US PL Zephyrhills Factory,
